TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Electrified,GGVId,Distance,UnitSpecificId
2204,IC,80108,FA/86,HGL/86,356,505,445,true,-1,225.8,EB15Talgo_1
2264,IC,835,HGL/86,OD/86,556,660,114,true,-1,163.3,EB15Talgo_1
2265,IC,835,OD/86,ES/86,669,746,74,true,-1,142.3,EB15Talgo_1
2276,IC,842,ES/86,OD/86,812,892,152,true,242_842,142.3,EB15Talgo_1
2277,IC,842,OD/86,HGL/86,900,1003,242,true,242_842,163.3,EB15Talgo_1
2328,IC,867,HGL/86,OD/86,1036,1140,372,true,-1,163.3,EB15Talgo_1
2329,IC,867,OD/86,ES/86,1149,1226,114,true,-1,142.3,EB15Talgo_1
736,IC,2387,ES/86,FA/86,1421,1485,3,true,-1,88.5,EB15Talgo_1
518,IC,223,CPH/86,OD/86,365,468,188,true,-1,166.9,EB15Talgo_2
1018,RV,2727,OD/86,FA/86,526,588,10,true,-1,60.3,EB15Talgo_2
2064,IC,5757,FA/86,FLB/80,630,713,17,true,-1,121.6,EB15Talgo_2
2061,IC,5756,FLB/80,FA/86,723,810,38,true,-1,121.6,EB15Talgo_2
1943,RV,4740,FA/86,OD/86,810,856,37,true,-1,60.3,EB15Talgo_2
767,IC,242,OD/86,CPH/86,909,1014,179,true,242_842,166.9,EB15Talgo_2
1039,RØ,275,CPH/86,SG/86,1145,1215,44,true,-1,99.5,EB15Talgo_2
993,RØ,262,SG/86,CPH/86,1244,1314,27,true,-1,99.5,EB15Talgo_2
2464,M,9702,CPH/86,HGL/86,369,397,0,true,-1,17.0,EB15Talgo_3
2248,IC,827,HGL/86,OD/86,436,540,259,true,227_827,163.3,EB15Talgo_3
2249,IC,827,OD/86,ES/86,549,626,107,true,227_827,142.3,EB15Talgo_3
2268,IC,838,ES/86,OD/86,752,832,106,true,238_838,142.3,EB15Talgo_3
2269,IC,838,OD/86,HGL/86,840,943,175,true,238_838,163.3,EB15Talgo_3
1207,RØ,3363,HGL/86,RO/86,965,1003,177,true,-1,36.5,EB15Talgo_3
2374,M,9163,RO/86,NÆ/86,1008,1040,0,true,-1,59.4,EB15Talgo_3
1644,RØ,4250,NÆ/86,HG/86,1048,1172,110,true,-1,136.9,EB15Talgo_3
981,RØ,2583,HG/86,RO/86,1213,1298,86,true,-1,77.5,EB15Talgo_3
999,RØ,266,RO/86,CPH/86,1340,1374,12,true,-1,37.9,EB15Talgo_3
27,EX,1198,HMB/80,PA/86,410,534,0,true,-1,184.5,EB15Talgo_4
28,EX,1198,PA/86,KH/86,543,698,68,true,-1,321.6,EB15Talgo_4
1334,EX,395,KH/86,HMB/80,742,1024,282,true,-1,506.1,EB15Talgo_4
588,IC,227,CPH/86,OD/86,425,530,208,true,227_827,166.9,EB15Talgo_5
1934,RV,4729,OD/86,FA/86,580,626,10,true,-1,60.3,EB15Talgo_5
1021,RV,2728,FA/86,OD/86,635,694,11,true,-1,60.3,EB15Talgo_5
1940,RV,4737,OD/86,FA/86,704,750,15,true,-1,60.3,EB15Talgo_5
1027,RV,2736,FA/86,OD/86,750,801,15,true,-1,60.3,EB15Talgo_5
733,IC,238,OD/86,CPH/86,849,954,218,true,238_838,166.9,EB15Talgo_5
1002,RØ,267,CPH/86,SG/86,1025,1095,87,true,-1,99.5,EB15Talgo_5
921,RØ,254,SG/86,CPH/86,1124,1194,44,true,-1,99.5,EB15Talgo_5
1351,EX,396,HMB/80,KH/86,653,938,274,true,-1,506.1,EB15Talgo_6
1360,EX,399,KH/86,HMB/80,982,1264,201,true,-1,506.1,EB15Talgo_6
23,EX,1196,HMB/80,PA/86,712,833,0,true,-1,184.5,EB15Talgo_7
24,EX,1196,PA/86,KH/86,843,998,149,true,-1,321.6,EB15Talgo_7
31,EX,1199,KH/86,PA/86,1102,1257,158,true,-1,321.6,EB15Talgo_7
32,EX,1199,PA/86,HMB/80,1262,1384,0,true,-1,184.5,EB15Talgo_7
594,RØ,2272,KH/86,HG/86,7,62,29,true,-1,46.2,EB4DD_1
1818,RØ,4525,HG/86,HK/86,343,457,108,true,-1,113.3,EB4DD_1
879,RØ,2510,HK/86,HG/86,473,587,424,true,-1,113.3,EB4DD_1
1635,RØ,4243,HG/86,NÆ/86,628,752,165,true,-1,136.9,EB4DD_1
1620,RØ,4234,NÆ/86,HG/86,808,932,192,true,-1,136.9,EB4DD_1
1879,RØ,4565,HG/86,HK/86,943,1057,352,true,-1,113.3,EB4DD_1
939,RØ,2550,HK/86,HG/86,1073,1187,107,true,-1,113.3,EB4DD_1
604,RØ,2281,HG/86,NÆ/86,1198,1322,87,true,-1,136.9,EB4DD_1
755,RØ,2408,NÆ/86,KH/86,396,463,300,true,-1,79.2,EB4DD_10
1216,RR,3408,KH/86,HG/86,466,516,109,true,-1,46.2,EB4DD_10
918,RØ,2539,HG/86,HK/86,553,667,198,true,-1,113.3,EB4DD_10
1815,RØ,4524,HK/86,HG/86,683,797,135,true,-1,113.3,EB4DD_10
1653,RØ,4255,HG/86,NÆ/86,808,932,306,true,-1,136.9,EB4DD_10
802,RØ,2444_3444,NÆ/86,KH/86,936,1003,107,true,-1,79.2,EB4DD_10
803,RØ,2444_3444,KH/86,HG/86,1006,1056,177,true,-1,46.2,EB4DD_10
1263,RØ,3473_4473,HG/86,KH/86,1074,1124,60,true,-1,46.2,EB4DD_10
1264,RØ,3473_4473,KH/86,NÆ/86,1127,1192,59,true,-1,79.2,EB4DD_10
1721,RØ,4410,NÆ/86,KH/86,426,493,307,true,-1,79.2,EB4DD_11
1328,EX,393,KH/86,HMB/80,502,786,229,true,-1,506.1,EB4DD_11
1321,EX,392,HMB/80,KH/86,1130,1417,25,true,-1,506.1,EB4DD_11
245,IC,1472,KH/86,CPH/86,19,32,3,true,-1,11.8,EB4DD_2
2480,M,9782,CPH/86,HGL/86,152,179,0,true,-1,17.0,EB4DD_2
2232,IC,819,HGL/86,OD/86,316,420,109,true,-1,163.3,EB4DD_2
2233,IC,819,OD/86,ES/86,429,506,145,true,-1,142.3,EB4DD_2
2252,IC,830,ES/86,OD/86,632,712,98,true,-1,142.3,EB4DD_2
2253,IC,830,OD/86,HGL/86,720,823,155,true,-1,163.3,EB4DD_2
2304,IC,855,HGL/86,OD/86,856,960,314,true,255_855,163.3,EB4DD_2
2305,IC,855,OD/86,ES/86,969,1046,171,true,255_855,142.3,EB4DD_2
2308,IC,858,ES/86,OD/86,1052,1132,70,true,-1,142.3,EB4DD_2
2309,IC,858,OD/86,HGL/86,1140,1243,99,true,-1,163.3,EB4DD_2
2483,M,9783,HGL/86,KH/86,1267,1277,0,true,-1,5.2,EB4DD_2
248,IC,1476,KH/86,CPH/86,79,92,22,true,-1,11.8,EB4DD_3
628,RØ,231,CPH/86,SG/86,485,555,109,true,-1,99.5,EB4DD_3
469,RØ,218,SG/86,CPH/86,584,654,70,true,-1,99.5,EB4DD_3
782,RØ,243,CPH/86,SG/86,665,735,42,true,-1,99.5,EB4DD_3
619,RØ,230,SG/86,CPH/86,764,834,74,true,-1,99.5,EB4DD_3
936,IC,255,CPH/86,OD/86,845,950,217,true,255_855,166.9,EB4DD_3
828,IC,246,OD/86,CPH/86,969,1074,97,true,246_846,166.9,EB4DD_3
1008,RØ,271,CPH/86,SG/86,1085,1155,69,true,-1,99.5,EB4DD_3
978,RØ,258,SG/86,CPH/86,1184,1254,63,true,-1,99.5,EB4DD_3
1072,RØ,283,CPH/86,RO/86,1265,1299,73,true,-1,37.9,EB4DD_3
1668,RØ,4266,RO/86,HG/86,1327,1412,137,true,-1,77.5,EB4DD_3
613,RØ,2297,HG/86,KH/86,1438,1493,2,true,-1,46.2,EB4DD_3
1580,RØ,4202,NÆ/86,HG/86,265,392,106,true,-1,136.9,EB4DD_4
906,RØ,2531,HG/86,HK/86,433,547,421,true,-1,113.3,EB4DD_4
1806,RØ,4516,HK/86,HG/86,563,677,144,true,-1,113.3,EB4DD_4
1641,RØ,4247,HG/86,NÆ/86,688,812,150,true,-1,136.9,EB4DD_4
1626,RØ,4238,NÆ/86,HG/86,868,992,352,true,-1,136.9,EB4DD_4
1882,RØ,4569,HG/86,HK/86,1003,1117,287,true,-1,113.3,EB4DD_4
945,RØ,2554,HK/86,HG/86,1133,1247,80,true,-1,113.3,EB4DD_4
607,RØ,2287,HG/86,NÆ/86,1273,1396,184,true,-1,136.9,EB4DD_4
2425,M,940387,AA/80,HMB/80,285,294,0,true,-1,6.9,EB4DD_5
1357,EX,398,HMB/80,KH/86,535,818,243,true,-1,506.1,EB4DD_5
1354,EX,397,KH/86,HMB/80,862,1144,149,true,-1,506.1,EB4DD_5
2428,M,940397,HMB/80,AA/80,1164,1177,0,true,-1,6.9,EB4DD_5
1714,RØ,4402,NÆ/86,KH/86,306,373,81,true,3402_4402_4500,79.2,EB4DD_6
1213,RØ,3402,KH/86,HG/86,376,426,38,true,3402_4402_4500,46.2,EB4DD_6
1227,RØ,3431_2431,HG/86,KH/86,444,494,302,true,-1,46.2,EB4DD_6
1228,RØ,3431_2431,KH/86,NÆ/86,497,562,63,true,-1,79.2,EB4DD_6
1592,RØ,4218,NÆ/86,HG/86,568,692,128,true,-1,136.9,EB4DD_6
1858,RØ,4549,HG/86,HK/86,703,817,138,true,-1,113.3,EB4DD_6
909,RØ,2534,HK/86,HG/86,833,947,211,true,-1,113.3,EB4DD_6
1247,RØ,3465_4465,HG/86,KH/86,954,1004,180,true,-1,46.2,EB4DD_6
1248,RØ,3465_4465,KH/86,NÆ/86,1007,1072,237,true,-1,79.2,EB4DD_6
822,RØ,2456,NÆ/86,KK/86,1116,1192,33,true,-1,82.3,EB4DD_6
849,RØ,2479,KK/86,NÆ/86,1208,1282,75,true,-1,82.3,EB4DD_6
19,EX,1191,KH/86,PA/86,322,477,58,true,-1,321.6,EB4DD_7
20,EX,1191,PA/86,HMB/80,482,604,0,true,-1,184.5,EB4DD_7
1331,EX,394,HMB/80,KH/86,893,1178,232,true,-1,506.1,EB4DD_7
751,RØ,2404_3404,NÆ/86,KH/86,336,403,122,true,-1,79.2,EB4DD_8
752,RØ,2404_3404,KH/86,HG/86,406,456,50,true,-1,46.2,EB4DD_8
912,RØ,2535,HG/86,HK/86,493,607,259,true,-1,113.3,EB4DD_8
1809,RØ,4520,HK/86,HG/86,623,737,126,true,-1,113.3,EB4DD_8
1647,RØ,4251,HG/86,NÆ/86,748,872,181,true,-1,136.9,EB4DD_8
1632,RØ,4242,NÆ/86,HG/86,928,1052,411,true,-1,136.9,EB4DD_8
1885,RØ,4573,HG/86,HK/86,1063,1177,156,true,-1,113.3,EB4DD_8
951,RØ,2558,HK/86,HG/86,1193,1307,135,true,-1,113.3,EB4DD_8
463,RØ,2093,HG/86,KH/86,1378,1433,20,true,-1,46.2,EB4DD_8
1794,RØ,4500,KH/86,HG/86,382,437,26,true,3402_4402_4500,46.2,EB4DD_9
1617,RØ,4231,HG/86,NÆ/86,448,572,413,true,-1,136.9,EB4DD_9
770,RØ,2420,NÆ/86,KK/86,576,652,64,true,-1,82.3,EB4DD_9
2117,M,6322,KK/86,HGL/86,670,672,0,true,-1,2.1,EB4DD_9
2280,IC,843,HGL/86,OD/86,676,780,157,true,-1,163.3,EB4DD_9
2281,IC,843,OD/86,ES/86,789,866,116,true,-1,142.3,EB4DD_9
2284,IC,846,ES/86,OD/86,872,952,177,true,246_846,142.3,EB4DD_9
2285,IC,846,OD/86,HGL/86,960,1063,232,true,246_846,163.3,EB4DD_9
65,M,12199,HGL/86,KH/86,1085,1097,0,true,-1,5.2,EB4DD_9
858,RØ,2491,KH/86,NÆ/86,1397,1462,49,true,-1,79.2,EB4DD_9
2455,M,9676,KH/86,KK/86,64,70,0,true,-1,3.1,EB5DD_1
1812,RØ,4521,KK/86,HK/86,332,397,50,true,-1,70.2,EB5DD_1
873,RØ,2506,HK/86,HG/86,413,527,523,true,-1,113.3,EB5DD_1
1239,RØ,3437_4437,HG/86,KH/86,534,584,212,true,-1,46.2,EB5DD_1
1240,RØ,3437_4437,KH/86,NÆ/86,587,652,32,true,-1,79.2,EB5DD_1
1614,RØ,4230,NÆ/86,HG/86,748,872,137,true,-1,136.9,EB5DD_1
1876,RØ,4561,HG/86,HK/86,883,997,340,true,-1,113.3,EB5DD_1
930,RØ,2546,HK/86,HG/86,1013,1127,170,true,-1,113.3,EB5DD_1
601,RØ,2277,HG/86,NÆ/86,1138,1262,95,true,-1,136.9,EB5DD_1
1589,RØ,4214,NÆ/86,HG/86,508,632,265,true,-1,136.9,EB5DD_10
1852,RØ,4545,HG/86,HK/86,643,757,137,true,-1,113.3,EB5DD_10
903,RØ,2530,HK/86,HG/86,773,887,161,true,-1,113.3,EB5DD_10
960,RØ,2563,HG/86,HK/86,913,1027,431,true,-1,113.3,EB5DD_10
1855,RØ,4548,HK/86,HG/86,1043,1157,121,true,-1,113.3,EB5DD_10
1683,RØ,4279,HG/86,RO/86,1168,1253,163,true,-1,77.5,EB5DD_10
1662,RØ,4262,RO/86,HG/86,1267,1352,92,true,-1,77.5,EB5DD_10
2398,M,9301,KH/86,CPH/86,75,88,0,true,-1,11.8,EB5DD_2
2486,M,9784,CPH/86,HGL/86,170,192,0,true,-1,17.0,EB5DD_2
894,RØ,2523,HGL/86,HK/86,356,427,55,true,-1,72.3,EB5DD_2
1800,RØ,4508,HK/86,HG/86,443,557,507,true,-1,113.3,EB5DD_2
1846,RØ,4541,HG/86,HK/86,583,697,119,true,-1,113.3,EB5DD_2
897,RØ,2526,HK/86,HG/86,713,827,163,true,-1,113.3,EB5DD_2
954,RØ,2559,HG/86,HK/86,853,967,354,true,-1,113.3,EB5DD_2
1849,RØ,4544,HK/86,HG/86,983,1097,194,true,-1,113.3,EB5DD_2
1267,RØ,3475_2475,HG/86,KH/86,1104,1154,41,true,-1,46.2,EB5DD_2
1268,RØ,3475_2475,KH/86,NÆ/86,1157,1222,71,true,-1,79.2,EB5DD_2
748,RØ,2400,NÆ/86,KH/86,276,343,55,true,2400_2500_3400,79.2,EB5DD_3
1210,RØ,3400,KH/86,HG/86,346,396,24,true,2400_2500_3400,46.2,EB5DD_3
1824,RØ,4529,HG/86,HK/86,403,517,324,true,-1,113.3,EB5DD_3
882,RØ,2514,HK/86,HG/86,533,647,279,true,-1,113.3,EB5DD_3
933,RØ,2547,HG/86,HK/86,673,787,122,true,-1,113.3,EB5DD_3
1827,RØ,4532,HK/86,HG/86,803,917,169,true,-1,113.3,EB5DD_3
966,RØ,2567,HG/86,HK/86,973,1087,354,true,-1,113.3,EB5DD_3
1861,RØ,4552,HK/86,HG/86,1103,1217,100,true,-1,113.3,EB5DD_3
1689,RØ,4287,HG/86,KH/86,1288,1343,26,true,-1,46.2,EB5DD_3
888,RØ,2519,KH/86,HK/86,312,367,18,true,-1,67.1,EB5DD_4
1797,RØ,4504,HK/86,HG/86,383,497,314,true,-1,113.3,EB5DD_4
1623,RØ,4235,HG/86,NÆ/86,508,632,296,true,-1,136.9,EB5DD_4
1608,RØ,4226,NÆ/86,HG/86,688,812,154,true,-1,136.9,EB5DD_4
1870,RØ,4557,HG/86,HK/86,823,937,216,true,-1,113.3,EB5DD_4
924,RØ,2542,HK/86,HG/86,953,1067,315,true,-1,113.3,EB5DD_4
972,RØ,2575,HG/86,HK/86,1093,1207,106,true,-1,113.3,EB5DD_4
1873,RØ,4560,HK/86,HG/86,1223,1337,95,true,-1,113.3,EB5DD_4
2371,M,9115,NÆ/86,VO/86,341,355,0,true,-1,27.4,EB5DD_5
1583,RØ,4206,VO/86,HG/86,370,512,463,true,-1,164.3,EB5DD_5
1836,RØ,4537,HG/86,HK/86,523,637,148,true,-1,113.3,EB5DD_5
891,RØ,2522,HK/86,HG/86,653,767,148,true,-1,113.3,EB5DD_5
948,RØ,2555,HG/86,HK/86,793,907,233,true,-1,113.3,EB5DD_5
1843,RØ,4540,HK/86,HG/86,923,1037,316,true,-1,113.3,EB5DD_5
1259,RØ,3471_2471,HG/86,KH/86,1044,1094,62,true,-1,46.2,EB5DD_5
1260,RØ,3471_2471,KH/86,NÆ/86,1097,1162,88,true,-1,79.2,EB5DD_5
867,RØ,2500,KH/86,HG/86,352,407,13,true,2400_2500_3400,46.2,EB5DD_6
1223,RØ,3429_4429,HG/86,KH/86,414,464,292,true,-1,46.2,EB5DD_6
1224,RØ,3429_4429,KH/86,NÆ/86,467,532,66,true,-1,79.2,EB5DD_6
776,RØ,2424,NÆ/86,KH/86,636,703,51,true,-1,79.2,EB5DD_6
1787,RØ,4461,KH/86,NÆ/86,947,1012,209,true,-1,79.2,EB5DD_6
831,RØ,2460,NÆ/86,KH/86,1176,1243,52,true,-1,79.2,EB5DD_6
475,RØ,2202,KH/86,HG/86,367,422,19,true,-1,46.2,EB5DD_7
1830,RØ,4533,HG/86,HK/86,463,577,475,true,-1,113.3,EB5DD_7
885,RØ,2518,HK/86,HG/86,593,707,131,true,-1,113.3,EB5DD_7
942,RØ,2551,HG/86,HK/86,733,847,144,true,-1,113.3,EB5DD_7
1833,RØ,4536,HK/86,HG/86,863,977,267,true,-1,113.3,EB5DD_7
1671,RØ,4267,HG/86,NÆ/86,988,1112,349,true,-1,136.9,EB5DD_7
834,RØ,2464,NÆ/86,KH/86,1236,1303,46,true,-1,79.2,EB5DD_7
900,RØ,2527,HG/86,HK/86,373,487,360,true,-1,113.3,EB5DD_8
1803,RØ,4512,HK/86,HG/86,503,617,259,true,-1,113.3,EB5DD_8
2356,M,9043,HG/86,KK/86,633,684,0,true,-1,43.1,EB5DD_8
1767,RØ,4449,KK/86,NÆ/86,758,832,59,true,-1,82.3,EB5DD_8
795,RØ,2440_3440,NÆ/86,KH/86,876,943,90,true,-1,79.2,EB5DD_8
796,RØ,2440_3440,KH/86,HG/86,946,996,177,true,-1,46.2,EB5DD_8
1255,RØ,3469_4469,HG/86,KH/86,1014,1064,78,true,-1,46.2,EB5DD_8
1256,RØ,3469_4469,KH/86,NÆ/86,1067,1132,93,true,-1,79.2,EB5DD_8
837,RØ,2468,NÆ/86,KH/86,1296,1363,24,true,-1,79.2,EB5DD_8
1611,RØ,4227,HG/86,NÆ/86,388,512,473,true,-1,136.9,EB5DD_9
1602,RØ,4222,NÆ/86,HG/86,628,752,133,true,-1,136.9,EB5DD_9
1864,RØ,4553,HG/86,HK/86,763,877,182,true,-1,113.3,EB5DD_9
915,RØ,2538,HK/86,HG/86,893,1007,354,true,-1,113.3,EB5DD_9
969,RØ,2571,HG/86,HK/86,1033,1147,161,true,-1,113.3,EB5DD_9
1867,RØ,4556,HK/86,HG/86,1163,1277,118,true,-1,113.3,EB5DD_9
1897,RØ,4589,HG/86,KH/86,1303,1358,65,true,-1,46.2,EB5DD_9
861,RØ,2495,KH/86,NÆ/86,17,77,22,true,-1,79.2,ERF_1
478,RØ,2204,NÆ/86,HG/86,358,482,229,true,2204_4406_3406_4804,136.9,ERF_1
1235,RØ,3435_2435,HG/86,KH/86,504,554,198,true,-1,46.2,ERF_1
1236,RØ,3435_2435,KH/86,NÆ/86,557,622,45,true,-1,79.2,ERF_1
528,RØ,2236,NÆ/86,HG/86,838,962,323,true,2236_4438_3438_4836,136.9,ERF_1
1251,RØ,3467_2467,HG/86,KH/86,984,1034,86,true,-1,46.2,ERF_1
1252,RØ,3467_2467,KH/86,NÆ/86,1037,1102,176,true,-1,79.2,ERF_1
843,RØ,2474,NÆ/86,KK/86,1356,1440,25,true,-1,82.3,ERF_1
1595,RØ,4219,HG/86,KH/86,268,323,60,true,-1,46.2,ERF_10
47,IC,121,KH/86,FA/86,350,482,212,true,121_2321_421_4121,220.6,ERF_10
2058,IC,5755,FA/86,FLB/80,510,593,65,true,-1,121.6,ERF_10
2055,IC,5754,FLB/80,FA/86,605,690,16,true,-1,121.6,ERF_10
1414,L,4038_38,FA/86,CPH/86,807,932,388,true,4038_38_738,230.2,ERF_10
996,IC,263,CPH/86,OD/86,965,1070,248,true,263_863,166.9,ERF_10
1051,RV,2765,OD/86,FA/86,1116,1170,19,true,-1,60.3,ERF_10
1054,RV,2768,FA/86,OD/86,1230,1284,58,true,-1,60.3,ERF_10
2046,IC,5751,FA/86,FLB/80,270,353,9,true,-1,121.6,ERF_11
2043,IC,5750,FLB/80,FA/86,365,450,31,true,-1,121.6,ERF_11
1924,RV,4716,FA/86,OD/86,450,496,45,true,-1,60.3,ERF_11
1033,RV,2741,OD/86,FA/86,758,811,19,true,-1,60.3,ERF_11
211,IC,140,FA/86,KK/86,836,979,236,true,140_2340_4140_440,223.7,ERF_11
414,IC,165,KK/86,FA/86,1001,1142,395,true,165_2365_465_4165,223.7,ERF_11
1054,RV,2768,FA/86,OD/86,1230,1284,58,true,-1,60.3,ERF_11
2213,IC,806,ES/86,OD/86,272,352,35,true,206_806,142.3,ERF_12
2214,IC,806,OD/86,HGL/86,360,463,529,true,206_806,163.3,ERF_12
101,M,12393,HGL/86,KH/86,471,485,0,true,-1,5.2,ERF_12
2144,L,649,KH/86,FA/86,802,907,50,true,-1,218.4,ERF_12
1426,L,4046_46,FA/86,CPH/86,927,1052,409,true,4046_46_746,230.2,ERF_12
2199,L,79,CPH/86,FA/86,1226,1354,308,true,-1,230.2,ERF_12
2501,RR,983,FA/86,SDB/86,1436,1527,8,true,-1,136.5,ERF_12
2359,L,910,SDB/86,FA/86,284,377,67,true,10_910,136.5,ERF_13
4,L,10,FA/86,CPH/86,387,512,614,true,10_910,230.2,ERF_13
1708,L,43_4043,CPH/86,FA/86,686,814,324,true,43_4043_943,230.2,ERF_13
1420,L,4042_42,FA/86,CPH/86,867,992,419,true,4042_42_942,230.2,ERF_13
2150,L,67_4067,CPH/86,FA/86,1047,1174,380,true,67_4067_967,230.2,ERF_13
1054,RV,2768,FA/86,OD/86,1230,1284,58,true,-1,60.3,ERF_13
10,IC,104,FA/86,KK/86,296,439,319,true,-1,223.7,ERF_14
1201,RØ,3327,KK/86,RO/86,446,478,187,true,-1,34.4,ERF_14
1198,RØ,3310,RO/86,KK/86,497,529,164,true,-1,34.4,ERF_14
2272,IC,839,KK/86,OD/86,623,720,157,true,-1,161.2,ERF_14
2273,IC,839,OD/86,ES/86,729,806,104,true,-1,142.3,ERF_14
2292,IC,850,ES/86,OD/86,932,1012,174,true,250_850,142.3,ERF_14
2293,IC,850,OD/86,HGL/86,1020,1123,165,true,250_850,163.3,ERF_14
2336,IC,875_2383,HGL/86,OD/86,1156,1260,174,true,-1,163.3,ERF_14
2337,IC,875_2383,OD/86,ES/86,1269,1346,80,true,-1,142.3,ERF_14
2338,IC,875_2383,ES/86,FA/86,1361,1425,26,true,-1,88.5,ERF_14
491,RØ,2219,HG/86,KH/86,298,353,57,true,1221_2219_2221_4821,46.2,ERF_15
773,RØ,2423,KH/86,NÆ/86,377,442,43,true,-1,79.2,ERF_15
1586,RØ,4210,NÆ/86,HG/86,448,572,520,true,1533_2412_3810_4210,136.9,ERF_15
1659,RØ,4259,HG/86,NÆ/86,868,992,435,true,1536_2459_3859_4259,136.9,ERF_15
816,RØ,2452,NÆ/86,KH/86,1056,1123,44,true,-1,79.2,ERF_15
104,M,12394,KH/86,HGL/86,1183,1193,0,true,-1,5.2,ERF_15
447,IC,202,OD/86,CPH/86,307,414,162,true,-1,166.9,ERF_16
1186,L,31_4031,CPH/86,FA/86,506,634,350,true,31_4031_731,230.2,ERF_16
1499,IC,4136_136,FA/86,HGL/86,776,929,250,true,-1,225.8,ERF_16
2320,IC,863,HGL/86,OD/86,976,1080,583,true,263_863,163.3,ERF_16
1962,RV,4769,OD/86,FA/86,1180,1226,40,true,-1,60.3,ERF_16
2094,IC,5767,FA/86,FLB/80,1230,1313,46,true,-1,121.6,ERF_16
2091,IC,5766,FLB/80,FA/86,1325,1410,5,true,-1,121.6,ERF_16
622,IC,2304,FA/86,ES/86,307,370,19,true,1407_107_4107_2304,88.5,ERF_17
2221,IC,814,ES/86,OD/86,392,472,191,true,214_814,142.3,ERF_17
2222,IC,814,OD/86,HGL/86,480,583,305,true,214_814,163.3,ERF_17
2141,M,6459,HGL/86,KK/86,754,757,0,true,-1,2.1,ERF_17
825,RØ,2459,KK/86,NÆ/86,908,982,235,true,1536_2459_3859_4259,82.3,ERF_17
1638,RØ,4246,NÆ/86,HG/86,988,1112,208,true,-1,136.9,ERF_17
1605,RØ,4223,HG/86,NÆ/86,328,452,106,true,-1,136.9,ERF_18
758,RØ,2412,NÆ/86,KK/86,456,532,231,true,1533_2412_3810_4210,82.3,ERF_18
1753,RØ,4441,KK/86,NÆ/86,638,712,35,true,-1,82.3,ERF_18
1749,RØ,4438_3438,NÆ/86,KH/86,846,913,63,true,2236_4438_3438_4836,79.2,ERF_18
1750,RØ,4438_3438,KH/86,HG/86,916,966,187,true,2236_4438_3438_4836,46.2,ERF_18
1674,RØ,4271,HG/86,RO/86,1048,1133,135,true,-1,77.5,ERF_18
1650,RØ,4254,RO/86,HG/86,1147,1232,83,true,-1,77.5,ERF_18
870,RØ,2502,HK/86,HG/86,353,467,206,true,-1,113.3,ERF_19
1231,RØ,3433_4433,HG/86,KH/86,474,524,332,true,-1,46.2,ERF_19
1232,RØ,3433_4433,KH/86,NÆ/86,527,592,39,true,-1,79.2,ERF_19
1745,RØ,4434_3434,NÆ/86,KH/86,786,853,58,true,2232_4434_3434_4832,79.2,ERF_19
1746,RØ,4434_3434,KH/86,HG/86,856,906,194,true,2232_4434_3434_4832,46.2,ERF_19
1665,RØ,4263,HG/86,NÆ/86,928,1052,484,true,3463_2463_3863_4263,136.9,ERF_19
816,RØ,2452,NÆ/86,KH/86,1056,1123,44,true,-1,79.2,ERF_19
104,M,12394,KH/86,HGL/86,1183,1193,0,true,-1,5.2,ERF_19
861,RØ,2495,KH/86,NÆ/86,17,77,22,true,-1,79.2,ERF_2
1717,RØ,4406_3406,NÆ/86,KH/86,366,433,253,true,2204_4406_3406_4804,79.2,ERF_2
1718,RØ,4406_3406,KH/86,HG/86,436,486,134,true,2204_4406_3406_4804,46.2,ERF_2
927,RØ,2543,HG/86,HK/86,613,727,104,true,-1,113.3,ERF_2
1821,RØ,4528,HK/86,HG/86,743,857,147,true,-1,113.3,ERF_2
1665,RØ,4263,HG/86,NÆ/86,928,1052,484,true,3463_2463_3863_4263,136.9,ERF_2
574,RØ,2264,NÆ/86,HG/86,1258,1382,125,true,-1,136.9,ERF_2
2214,IC,806,OD/86,HGL/86,360,463,529,true,206_806,163.3,ERF_20
101,M,12393,HGL/86,KH/86,471,485,0,true,-1,5.2,ERF_20
2120,M,6343,KH/86,CPH/86,730,744,0,true,-1,11.8,ERF_20
2114,M,6320,CPH/86,HGL/86,768,799,0,true,-1,17.0,ERF_20
2312,IC,859,HGL/86,OD/86,916,1020,561,true,259_859,163.3,ERF_20
2313,IC,859,OD/86,ES/86,1029,1106,205,true,259_859,142.3,ERF_20
2316,IC,862,ES/86,OD/86,1112,1192,32,true,-1,142.3,ERF_20
2317,IC,862,OD/86,KK/86,1200,1297,93,true,-1,161.2,ERF_20
450,IC,206,OD/86,CPH/86,369,474,249,true,206_806,166.9,ERF_21
690,RØ,235,CPH/86,SG/86,545,615,72,true,-1,99.5,ERF_21
494,RØ,222,SG/86,CPH/86,644,714,74,true,-1,99.5,ERF_21
840,RØ,247,CPH/86,SG/86,725,795,42,true,-1,99.5,ERF_21
668,RØ,234,SG/86,CPH/86,824,894,134,true,-1,99.5,ERF_21
2097,L,59_4059,CPH/86,FA/86,926,1054,653,true,59_4059_959,230.2,ERF_21
2088,IC,5765,FA/86,FLB/80,1110,1193,38,true,-1,121.6,ERF_21
2085,IC,5764,FLB/80,FA/86,1205,1290,34,true,-1,121.6,ERF_21
1174,RV,2974,FA/86,KD/86,1348,1359,3,true,-1,19.9,ERF_21
